publication_date,publication_id,publication_title,speaker,party,bloc,speech_type,text
2026-01-06,refs-202526-01-06,Møte tirsdag den 6. januar 2026,Statsråd Jan Christian Vestre,NA,NA,replikk,"Statsråd Jan Christian Vestre [10:34:16]: Sentralisering er ikke noe mål for regjeringen. Målet er at vi skal ha gode helsetjenester over hele Norge. Når de lokale helsemyndighetene er helt tydelige på at de trenger å flytte kapasitet, bl.a. for nettopp å ta vare på de aller sykeste pasientene ved Åsgård i Tromsø, der vi nå skal investere stort i et helt nytt sykehusbygg, mener jeg vi skal lytte til hva de lokale helsemyndighetene sier. Jeg har møtt fagfolkene i UNN, som er veldig tydelige på at de mener dette er det beste for pasientene i Troms. Det er ikke sånn at alle tjenestene skal sentraliseres. Snarere tvert imot pågår det nå en prosess sammen med kommunene for å se på hvordan man kan lage halvannenlinjetjenester, hvordan man kan videreutvikle DPS-strukturen med tanke på samarbeid mellom kommunehelsetjenesten og spesialisthelsetjenesten. Det er allerede levert inn en søknad fra Helsefellesskapet Troms og Ofoten om rekrutterings- og samhandlingsmidler, og der ser man nå på både samdrift av KAD-senger og også døgnplasser ved DPS. Det kommer til å være tilbud også i framtiden."
2026-01-06,refs-202526-01-06,Møte tirsdag den 6. januar 2026,Statsråd Jan Christian Vestre,NA,NA,replikk,"Statsråd Jan Christian Vestre [10:36:35]: Innbyggerne i Vest-Telemark er like viktige som alle andre innbyggere i landet vårt, men jeg må også minne om at Sykehuset Telemark helt siden mai 2024 har forsøkt å rekruttere psykiater til DPS i Seljord uten å lykkes. Vi kan liksom ikke bare hoppe over det og late som at det rekrutteringsproblemet ikke eksisterer. Jeg har sjekket tallene i dag. Når det gjelder Sykehuset Telemark, er det riktig at det nå er besluttet å avvikle ni døgnplasser ved Seljord DPS, men vi må også ha med i ligningen at en øker antallet sikkerhetspsykiatriske plasser med syv, og en oppretter også to nye psykoseplasser ved en annen lokasjon i Telemark. Veldig mange av dem som har brukt DPS i Seljord, kommer ikke fra Vest-Telemark. Det er mange innbyggere fra Grenland som bruker det tilbudet. Det har helt sikkert vært et godt tilbud, men nå er vi inne i veldig detaljerte spørsmål. Jeg lurer litt på hvordan representanten mener at vi på Stortinget skal ha bedre forutsetninger for å vite hva som gir det beste tjenestetilbudet til innbyggerne i Telemark, enn Sykehuset Telemark kan, som er opptatt av sine innbyggeres ve og vel, og som kan gjøre de helhetlige, faglige vurderingene."
2026-01-06,refs-202526-01-06,Møte tirsdag den 6. januar 2026,Kjersti Toppe,Sp,Center,replikk,"Kjersti Toppe (Sp) [10:41:58]: Når eg høyrer innlegget til statsråden, slår det meg at det verkar som det er det same for statsråden og regjeringa om det er eit tilbod i eit distriktspsykiatrisk senter i distriktet, eller om det er eit tilbod meir sentralisert i helseføretaket. Det er òg full tillit til at dette er avgjerder helseføretaket sjølv må gjera – inga politisk innblanding og ingen politiske visjonar om at vi faktisk skal ha eit godt, desentralisert psykisk helsevern med distriktspsykiatriske senter med døgnfunksjonar. I Seljord betyr nedlegging av DPS-et ein reduksjon på 40 pst. i psykoseplassar. Det hjelper ikkje om ein aukar sikkerheitspsykiatrien, for det er faktisk ikkje den same pasientgruppa – såpass mykje forstår òg vi på Stortinget. Spørsmålet mitt er, som Bård Hoksrud òg tok opp: Har statsråden godkjent denne nedlegginga på eit føretaksmøte?"
2026-01-06,refs-202526-01-06,Møte tirsdag den 6. januar 2026,Statsråd Jan Christian Vestre,NA,NA,replikk,"Statsråd Jan Christian Vestre [10:43:05]: Begge representantene vet at det ikke har vært gjennomført foretaksmøte om DPS i Seljord. Det er offentlig tilgjengelig informasjon. Jeg er også litt overrasket over at representanten ikke hører hva jeg sier i innlegget mitt, så la meg gjenta det jeg sa. Jeg sa at i opptrappingsplanen er videre styrking av DPS et viktig mål. Selvsagt skal vi styrke DPS-ene. Vi er bare grunnleggende uenige om vi skal sitte i hovedstaden, i Oslo, og detaljstyre hvor plassene i distriktene skal være, eller om de lokale sykehusstyrene, med lokale tillitsvalgte, lokale verneombud og lokale fagfolk, og etter høringsinnspill fra de lokalt berørte kommunene, skal ha den myndigheten. Ja, jeg har faktisk større tillit til at lokale sykehusstyrer, som sitter tett på pasientene sine, kan vurdere hva som er hensiktsmessig struktur, og ja, jeg tar det på alvor når Sykehuset Telemark sier at de i to år har forsøkt å rekruttere til Seljord og ikke får det til. Vi kan jo ikke lukke øynene for det. Så er det et politisk ansvar å sikre nok døgnplasser, og det var også det jeg ga representanten ros og anerkjennelse for å bringe fram i dette forslaget."
2026-01-06,refs-202526-01-06,Møte tirsdag den 6. januar 2026,Statsråd Jan Christian Vestre,NA,NA,replikk,"Statsråd Jan Christian Vestre [10:45:17]: Noen tilbud legges ned, bl.a. fordi det ikke er pasientgrunnlag, fordi en ikke klarer å rekruttere helsepersonell, eller fordi en mener at pasientene vil ha større faglig utbytte og bedre kvalitet ved å få den helsehjelpen et annet sted – og ja, jeg mener at det er faglige spørsmål sykehusstyrene lokalt bør få vurdere. Det er imidlertid ikke riktig at psykisk helsevern bygges ned, for antall døgnplasser går opp, og ventetidene går ned. Det er også stadig flere kommuner som utarbeider og utvikler lavterskeltilbud innenfor psykisk helsevern. Betyr det at alt er rosenrødt? Nei, på ingen måte. Jeg er like bekymret som det Stortinget er for at vi har for få døgnplasser. Det er derfor vi nå bygger opp antall døgnplasser. Jeg er like bekymret som det Stortinget er for at det fortsatt er for mange kommuner som ikke har lavterskeltilbud. Det er derfor vi bevilger mer penger til kommunene, sånn at de kan opprette lavterskeltilbud. Det er åpenbart utfordringer, men det er ikke det denne saken handler om. Det denne saken bl.a. handler om, er om vi skal gripe inn i et lokalt sykehusstyres ansvar og stoppe en omstillingsprosess. Da mener jeg vi flytter oppgaver bort fra sykehustyrene, og det er regjeringen imot."
2026-01-06,refs-202526-01-06,Møte tirsdag den 6. januar 2026,Ada Lassen-Urdahl,A,Left,hovedinnlegg,"Ada Lassen-Urdahl (A) [10:46:45]: Psykisk helsearbeid skjer ikke først og fremst i et system. Det skjer i skolen, i arbeidslivet, i familien, i fritiden, i hverdagen. Derfor må vi tenke helhetlig. Forebygging, tidlig innsats og oppfølging er i stor grad et kommunalt ansvar. Det er der vi kan fange opp problemer tidlig, gi støtte før det blir alvorlig og bidra til mestring over tid. Samtidig vet vi at noen vil få alvorlige psykiske lidelser og ha behov for spesialisert kompetanse, døgnbehandling og tverrfaglig oppfølging. Da skal hjelpen være der – kompetent, trygg og tilgjengelig. Distriktspsykiatriske sentre er en sentral del av dette bildet. Derfor er styrking og videreutvikling av dem avgjørende for å sørge for at flere får rett hjelp til rett tid, men DPS-ene kan ikke fungere godt alene. De må inngå i et sammenhengende tjenestetilbud, der kommunen, DPS, ambulante team og sykehus jobber sammen rundt pasienten. Det er nettopp dette vi i Arbeiderpartiet legger til grunn i innstillingen: at utviklingen av DPS må ses i sammenheng med hele behandlingskjeden og med hvordan vi best bruker den viktigste ressursen vi har, nemlig kompetent helsepersonell. Derfor har vi satset på opptrappingsplanen for psykisk helse og satt i gang arbeidet med Helsepersonellplan 2040. Det avgjørende spørsmålet her er faktisk ikke hvor mange planer vi har. Det avgjørende er om pasienten faktisk får den hjelpen de trenger, til rett tid, på rett nivå og med riktig kompetanse. Helseforetakene har ansvaret for å vurdere hvordan de, i samarbeid med kommunene, kan sikre dette på en faglig forsvarlig måte. Det innebærer også å se ressursene samlet, slik at kompetansen brukes der den gjør mest nytte for befolkningen som helhet. Ja, det er viktig å ha tilbud nær folk, men ikke når det går på bekostning av kvaliteten og stabiliteten disse pasientene sårt trenger. Personellmangelen må løses før Stortinget vedtar opprettholdelse av døgnplasser. For Arbeiderpartiet handler dette om ansvarlighet og tillit – tillit til faglige vurderinger, et ansvar for helheten og en tydelig ambisjon om å bygge et psykisk helsevern som henger sammen, rundt menneskene det er til for."
2026-01-06,refs-202526-01-06,Møte tirsdag den 6. januar 2026,Bård Hoksrud,FrP,Right,hovedinnlegg,"Bård Hoksrud (FrP) [10:49:21]: Distriktspsykiatriske tilbud i distriktene er viktig. Det handler om at det skal være nær der folk er. Da må man ikke drive og sentralisere, som man nå er i ferd med å gjøre både i Troms, i Telemark og også andre steder, for når DPS-tilbudet flyttes lenger unna, er det ikke alle pasientene som faktisk følger etter. Noen blir sittende igjen, ikke fordi de ikke vil ha hjelp, men fordi de ikke klarer å reise dit – det er så store utfordringer med det. Det er det også viktig å ha med seg i dette bildet. For Fremskrittspartiet er dette et spørsmål om trygghet og verdighet. DPS-ene skal være med og bidra til å senke terskelen for hjelp, ikke heve den. Jeg har eksempler fra min egen hjemkommune, der DPS er flyttet til nabokommunen. Det medfører utfordringer for noen av dem som brukte dette tilbudet, når man først skal på én buss og så må skifte til en annen buss. For de fleste av oss er ikke det noe stort problem, men for noen mennesker er det faktisk en stor barriere for å klare å komme seg dit. Det betyr altså at tilbudet blir dårligere, og det er konsekvensen med noe av det som ligger her. Jeg frykter det veldig i Telemark når det gjelder DPS i Seljord, der det ikke gjelder det daglige tilbudet, men døgntilbudet. Det er derfor vi ønsker å stoppe den beslutningen som er gjort. Jeg stilte et konkret spørsmål som statsråden ikke svarte meg på, om det hadde vært foretaksmøte, og om han hadde fulgt opp det han svarte i skriftlig spørsmål til meg i oktober i fjor. Han avkrefter altså nå i etterkant til representanten Toppe og sier at han ikke har gjort det. Da er tydeligvis ikke dette viktig nok for helsetilbudet i Telemark, for man har sagt at vesentlige endringer i helsetilbudet i Telemark skulle statsråden politisk avklare i et foretaksmøte. Det er noe helt annet enn det statsråden svarte til representanten Toppe. Han sa bare at han ikke har gjort det. Jeg mener noe om å bruke de sikkerhetspsykiatriske plassene i Skien som argumentasjon for hvorfor man skal legge ned ni plasser i Seljord. For det første er det ikke samme type plasser, og for det andre er det noe som er vedtatt for lenge siden. Dette er ikke noe som kommer som en konsekvens av det som skjer i Seljord. Det har vært utsettelser når det gjelder bygg og ferdigstillelse osv., så ikke prøv å late som at dette er en oppfølging, og at man sørger for å ta hensyn til det som skjer i Seljord. Jeg synes det er viktig å ha med seg. Jeg mener også noe om at regjeringens representanter her fra talerstolen skryter av at man skal heve og styrke tilbudet. Realiteten er at man først legger ned tilbud, for så å si at man kanskje skal øke det igjen. Jeg synes dette er veldig dumt. Jeg håper at både Kristelig Folkeparti og MDG besinner seg og tenker seg om en gang til, sammen med Høyre, og faktisk støtter mindretallets forslag i denne saken. Dette er viktig. Seljord har hatt utfordringer med rekruttering, men det har jammen ikke vært lett når man hele tiden har som spøkelse at tilbudet skal legges ned. Det har vært flere søkere, men man har ikke valgt. Jeg tror dette handler om kravene til kutt for Sykehuset Telemark på over 60 mill. kr om et par år."
2026-01-06,refs-202526-01-06,Møte tirsdag den 6. januar 2026,Erlend Svardal Bøe,H,Right,hovedinnlegg,"Erlend Svardal Bøe (H) [10:52:41]: Vi har store utfordringer innenfor psykisk helse i Norge. Det er flere som sliter og som faller utenfor arbeidslivet. Andelen som får nei til hjelp, har økt med nesten 40 pst. de siste fire årene, og vi ser at tilbudet av døgnplasser ikke bygges raskt nok opp, og også blir spist opp, f.eks. av dem som blir dømt til tvungent psykisk helsevern. Vi har gjort en del tydelige vedtak i denne salen. For to og et halvt år siden behandlet vi opptrappingsplanen for psykisk helse. Da vedtok Stortinget at vi skulle stoppe nedbyggingen av døgnplasser, og vi vedtok å øke antallet døgnplasser i tråd med framskrivingsbehovene i helseforetakene fram mot 2040. Fortsatt har ikke regjeringen fulgt opp det, men de skal nå lage en plan for hvordan man skal øke kapasiteten. For ett år siden vedtok Stortinget at vi skal ha et desentralisert tilbud innenfor psykisk helsevern, som også er en del av dette arbeidet. Igjen har ikke Arbeiderpartiet fulgt det godt nok opp. Selv om det ligger 100 mill. kr i budsjettenigheten, er det 100 mill. kr som smøres tynt utover. Dette er ikke 100 mill. kr bare til psykisk helsevern og oppbygging av døgnplasser i psykisk helsevern; dette er penger som også skal gå til andre områder for å bygge opp kapasitet. Høyre er bekymret for den nedbyggingen av distriktspsykiatriske sentre som vi ser. Det er viktig at vi har tjenester nær folk, både døgnplasser og poliklinisk virksomhet. Det er også grunnen til at Høyre støtter forslaget om å ha en faglig og helhetlig gjennomgang av tilbudet innenfor distriktspsykiatriske sentre. Jeg tror vi må stille oss et litt mer grunnleggende spørsmål enn det jeg opplever at man har gjort i salen så langt i dag. Hva er problemet i psykisk helsevern i dag? Er problemet lokasjonen, altså hvor tilbudet ligger, eller er problemet at folk ikke får hjelp? Jeg mener at problemet er det siste. Problemet er ikke hvor man legger tilbudet; problemet er at folk ikke får hjelp. Det er jo det vi burde ha brukt tiden på å diskutere her i salen. Hvordan kan vi øke den totale kapasiteten innenfor psykisk helsevern, hvordan kan vi sørge for at færre blir avvist i det psykiske helsevernet, og hvordan kan vi sørge for å bygge opp lavterskeltilbudene? Det er det vi burde fokusere på. Hvordan sørger vi for at flere mennesker får mer hjelp innenfor det psykiske helsevernet? Det er tydeligvis ikke interessant nok, for det gir kanskje ikke et oppslag i avisene, men det er folk vi snakker om. Det vi må diskutere, er folk som trenger hjelp. Jeg er helt enig i diskusjonen som går på desentralisert tilbud, at det må forankres og følges opp. Derfor er også Høyre veldig glad for at forslaget om dette vil få flertall, for det betyr at regjeringen blir nødt til å gjøre en faglig og helhetlig gjennomgang av tilbudet ved de distriktspsykiatriske sentrene i dag. Totalkapasiteten og hvordan flest mulig skal få hjelp, må være det viktigste når vi diskuterer dette – for slik er det ikke i dag."
2026-01-06,refs-202526-01-06,Møte tirsdag den 6. januar 2026,Hanne Beate Stenvaag,R,Left,hovedinnlegg,"Hanne Beate Stenvaag (R) [10:55:55]: Det har tidligere i debatten blitt beskrevet hvor alvorlig situasjonen i Troms er, altså at tre desentraliserte døgntilbud skal legges ned – alle tilbudene i distriktene i Troms, både i Nordreisa, i Balsfjord og i Senja. Dette er veldrevne sengeposter som er viktige alternativer til innleggelser ved akuttpostene i Tromsø, hvor det er sprengt kapasitet og også begrenset mulighet for å skjerme forskjellige pasientgrupper fra hverandre. Dette er en dramatisk sentralisering som svekker tilgangen på helsehjelp for mange i Troms. Det betyr at alvorlig syke mennesker må reise langt bort fra hjemstedet sitt – bort fra familie, venner og kjente omgivelser – for å få behandling. Det betyr at terskelen vil bli høyere for å få hjelp, og at det i praksis vil bli vanskeligere med samhandling mellom spesialisthelsetjenesten og kommunehelsetjenesten når spesialisthelsetjenestene flyttes bort fra der pasientene og de pårørende lever sitt liv. Avstandene i Nord-Norge er store. Fra Nordreisa tar det fire timer å kjøre til Tromsø. Til Alta tar det 2,5 time, og man må over Kvænangsfjellet, som er stengt ganske mange ganger i løpet av en vinter. Min vararepresentant på Stortinget fra Troms, Camilla Mikkelsen, har vært en veldig tydelig stemme mot disse nedleggelsene, og hun har skrevet om sine erfaringer med DPS i Nordreisa: «Første gang jeg ble innlagt ved døgnenheten ved DPS, var jeg så syk at jeg knapt klarte å møte opp, selv om innleggelsen var frivillig. Jeg måtte ha hjelp til å både pakke koffert og samle tanker, for alt var totalt kaos og mørke. Jeg var heldig – hjelpen jeg fikk ved DPS i Nordreisa ble et vendepunkt. Gjennom god og nær oppfølging kunne jeg sakte, men sikkert bygge meg opp igjen. Denne hjelpen har ikke bare gjort det mulig for meg å finne tilbake til meg selv, men også til å delta i samfunnet igjen. (...) Dette viser hvor viktig det er med et tilgjengelig og lokalt tilbud som kan gi mennesker muligheten til å reise seg.» Det er en sterk historie hun forteller om hvor viktig det er å ha et tilbud nær der man bor. DPS Nordreisa har ikke hatt problemer med fagfolk, har hatt stabil bemanning, og døgnplassene er en vesentlig del av tilbudet. Blant annet kan seksjonsleder ved DPS på Storslett fortelle om den store kontrasten til før denne døgnavdelingen ble opprettet, da det ofte var behov for politiet for å få lagt inn folk på tvang på Åsgård i Tromsø. Det er vanskelig å tro at noen ønsker seg tilbake til en sånn situasjon. Disse nedleggelsene av DPS-er i Troms er en tydelig nedbygging av den offentlige velferden og gjør det mer utrygt å bo i distriktene i Troms. Det viser også absurditeten i helseforetaksmodellen – en helsepolitikk som prioriterer økonomi framfor mennesker. Et flertall av de politiske partiene har vært på disse DPS-ene og vist motstand mot nedleggelsen, men helseforetaksmodellen gjør at man likevel ender opp med at de blir lagt ned, selv om det altså er et politisk flertall for å beholde disse plassene. Derfor ville det være utrolig viktig å få et konkret vedtak på Stortinget i dag, men jeg håper at det vedtaket vi får, kan være tydelig nok til å sende et signal til Universitetssykehuset Nord-Norge om at disse nedleggelsene i distriktene i Troms må stoppes."
2026-01-06,refs-202526-01-06,Møte tirsdag den 6. januar 2026,Anne Grethe Hauan,FrP,Right,hovedinnlegg,"Anne Grethe Hauan (FrP) [10:59:24]: Psykisk helsevern skal vera tryggleiken når livet raknar, ikkje ei reiseplanlegging. Når avstanden aukar, fell fleire frå. Det er ei utvikling regjeringa har ansvaret for. Me ser store geografiske forskjellar. Finnmark og Nordland ligg dårlegast an, men òg i Vestfold og Telemark skjer det ei svekking av DPS-tilbodet. I Telemark er det heilt konkret snakk om å leggja ned døgnkapasiteten ved DPS Seljord. Det er ikkje ein teoretisk diskusjon; det er ei pågåande avgjerd. Regjeringa veit om det, helseministeren veit om det – likevel blir det ikkje gripe inn. Då må me stilla eit heilt grunnleggjande spørsmål: Veit regjeringa kva dette faktisk betyr for dei menneska det går ut over? DPS, distriktspsykiatrisk senter, er ryggrada i det psykiske helsevernet for vaksne. Det er her menneske med alvorleg depresjon, angst, PTSD, bipolar liding og spiseforstyrring får hjelp utan å bli lagde inn på sjukehus. La meg vera konkret: Ein småbarnsfar slit med alvorleg depresjon. Han treng tett og stabil oppfølging. Når DPS-tilbodet blir flytta eller lagt ned, blir han beden om å møta opp langt vekke – ofte med buss og tog i fleire timar. Meiner regjeringa på alvor at menneske i psykisk krise skal reisa slik for å få behandling? Fagfolk og brukarorganisasjonar har åtvara i årevis: Lange reisevegar og brot i behandling aukar risikoen for fråfall, forverring og akuttinnlegging. Presset kjem til å auka, for me ser ein kraftig vekst i barne- og ungdomspsykiatrien. Fleire unge får hjelp i BUP, og fleire skal vidare til DPS når dei blir vaksne. Overgangen er sårbar, og han krev kapasitet og kontinuitet. Då må me byggja opp DPS, ikkje byggja ned. Når psykisk helsehjelp sviktar, får det alvorlege konsekvensar. Me ser det i samfunnet, og me ser det i fengsel, med fleire dødsfall på kort tid. Det er ikkje tilfeldig. Det er resultatet av manglande oppfølging og nedbygging av tilbod. Når me ikkje gjev folk hjelp i tide, endar nokre i krise – i verste fall med livet som innsats. Arbeidarpartiet seier dei prioriterer psykisk helse. Samstundes blir ryggrada i systemet – DPS – bygd ned. Det er eit alvorleg sprik mellom det regjeringa seier, og det regjeringa gjer. Sentralisering er ikkje modernisering. Det er ansvarsfråskriving. Psykisk helsehjelp skal vera tilgjengeleg når livet raknar. Når ho ikkje er det, er det ikkje pasienten som har feila, det er politikken – og ansvaret ligg hos regjeringa. Difor må me stoppa nedbygginga av DPS og sørgja for at alle får hjelp der dei bur."
