primary_function_no,primary_function_en,primary_topic_no,primary_topic_en,category,url,title,published_date,published_time,paragraph_type,paragraph_id,paragraph_nwords,doc_id,paragraph_uid,year,month
Utsikter / fremoverskuende signal,Outlook / forward guidance,Inflasjon og priser,Inflation and prices,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-pc/,Norges Bank,2024-11-07,10:30,p,13,64,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_pc_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_pc__p13,2024,11
Utsikter / fremoverskuende signal,Outlook / forward guidance,Inflasjon og priser,Inflation and prices,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-pc/,Norges Bank,2024-11-07,10:30,p,14,32,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_pc_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_pc__p14,2024,11
Utsikter / fremoverskuende signal,Outlook / forward guidance,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-pc/,Norges Bank,2024-11-07,10:30,p,15,70,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_pc_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_pc__p15,2024,11
Utsikter / fremoverskuende signal,Outlook / forward guidance,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-pc/,Norges Bank,2024-11-07,10:30,p,16,54,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_pc_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_pc__p16,2024,11
Politikkforklaring / begrunnelse,Policy explanation / justification,Rente og pengepolitisk linje,Interest rates and monetary stance,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-pc/,Norges Bank,2024-11-07,10:30,p,17,73,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_pc_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_pc__p17,2024,11
Utsikter / fremoverskuende signal,Outlook / forward guidance,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-pc/,Norges Bank,2024-11-07,10:30,p,18,32,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_pc_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_pc__p18,2024,11
Utsikter / fremoverskuende signal,Outlook / forward guidance,Rente og pengepolitisk linje,Interest rates and monetary stance,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-pc/,Norges Bank,2024-11-07,10:30,li,19,4,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_pc_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_pc__p19,2024,11
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Annet / administrativt / ikke kodbar,Other / administrative / not codable,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,li,5,5,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p5,2024,11
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,6,16,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p6,2024,11
Utsikter / fremoverskuende signal,Outlook / forward guidance,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,7,12,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p7,2024,11
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Annet / administrativt / ikke kodbar,Other / administrative / not codable,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,8,46,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p8,2024,11
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,9,89,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p9,2024,11
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Annet / administrativt / ikke kodbar,Other / administrative / not codable,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,10,49,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p10,2024,11
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Annet / administrativt / ikke kodbar,Other / administrative / not codable,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,11,32,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p11,2024,11
Økonomisk situasjonsbeskrivelse / diagnose,Economic assessment / diagnosis,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,12,29,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p12,2024,11
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Annet / administrativt / ikke kodbar,Other / administrative / not codable,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,13,32,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p13,2024,11
Utsikter / fremoverskuende signal,Outlook / forward guidance,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,14,29,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p14,2024,11
Politikkforklaring / begrunnelse,Policy explanation / justification,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,15,31,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p15,2024,11
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,16,55,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p16,2024,11
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Annet / administrativt / ikke kodbar,Other / administrative / not codable,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,17,24,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p17,2024,11
Politikkforklaring / begrunnelse,Policy explanation / justification,Annet / administrativt / ikke kodbar,Other / administrative / not codable,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,18,28,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p18,2024,11
Utsikter / fremoverskuende signal,Outlook / forward guidance,Annet / administrativt / ikke kodbar,Other / administrative / not codable,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,19,28,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p19,2024,11
Politikkforklaring / begrunnelse,Policy explanation / justification,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,20,70,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p20,2024,11
Politikkforklaring / begrunnelse,Policy explanation / justification,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,21,112,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p21,2024,11
Politikkforklaring / begrunnelse,Policy explanation / justification,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,22,101,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p22,2024,11
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,23,93,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p23,2024,11
Politikkforklaring / begrunnelse,Policy explanation / justification,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,24,77,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p24,2024,11
Utsikter / fremoverskuende signal,Outlook / forward guidance,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,25,77,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p25,2024,11
Politikkforklaring / begrunnelse,Policy explanation / justification,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,26,78,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p26,2024,11
Risiko / usikkerhet,Risk / uncertainty,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,27,68,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p27,2024,11
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,28,37,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p28,2024,11
Politikkforklaring / begrunnelse,Policy explanation / justification,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,29,69,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p29,2024,11
Politikkforklaring / begrunnelse,Policy explanation / justification,Annet / administrativt / ikke kodbar,Other / administrative / not codable,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,30,26,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p30,2024,11
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Annet / administrativt / ikke kodbar,Other / administrative / not codable,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,31,32,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p31,2024,11
Utsikter / fremoverskuende signal,Outlook / forward guidance,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,32,75,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p32,2024,11
Politikkforklaring / begrunnelse,Policy explanation / justification,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,33,42,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p33,2024,11
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,34,48,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p34,2024,11
Politikkforklaring / begrunnelse,Policy explanation / justification,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,35,41,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p35,2024,11
Politikkforklaring / begrunnelse,Policy explanation / justification,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,36,83,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p36,2024,11
Politikkforklaring / begrunnelse,Policy explanation / justification,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,37,77,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p37,2024,11
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Annet / administrativt / ikke kodbar,Other / administrative / not codable,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,38,63,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p38,2024,11
Politikkforklaring / begrunnelse,Policy explanation / justification,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,39,40,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p39,2024,11
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,40,39,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p40,2024,11
Utsikter / fremoverskuende signal,Outlook / forward guidance,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,41,33,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p41,2024,11
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,42,67,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p42,2024,11
Risiko / usikkerhet,Risk / uncertainty,Valutakurs og eksterne forhold,Exchange rate and external conditions,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,43,56,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p43,2024,11
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,44,47,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p44,2024,11
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,45,18,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p45,2024,11
Politikkforklaring / begrunnelse,Policy explanation / justification,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,46,82,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p46,2024,11
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,47,96,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p47,2024,11
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,48,95,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p48,2024,11
Utsikter / fremoverskuende signal,Outlook / forward guidance,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,49,84,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p49,2024,11
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,50,43,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p50,2024,11
Politikkforklaring / begrunnelse,Policy explanation / justification,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,51,76,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p51,2024,11
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,52,56,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p52,2024,11
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Annet / administrativt / ikke kodbar,Other / administrative / not codable,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,53,118,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p53,2024,11
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,54,44,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p54,2024,11
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Økonomisk aktivitet og arbeidsmarked,Economic activity and labor market,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,55,57,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p55,2024,11
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,56,48,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p56,2024,11
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,57,63,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p57,2024,11
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,58,61,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p58,2024,11
Politikkforklaring / begrunnelse,Policy explanation / justification,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,59,72,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p59,2024,11
Risiko / usikkerhet,Risk / uncertainty,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,60,35,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p60,2024,11
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Annet / administrativt / ikke kodbar,Other / administrative / not codable,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,61,44,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p61,2024,11
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Annet / administrativt / ikke kodbar,Other / administrative / not codable,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,62,26,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p62,2024,11
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Rente og pengepolitisk linje,Interest rates and monetary stance,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,63,78,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p63,2024,11
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,64,73,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p64,2024,11
Politikkforklaring / begrunnelse,Policy explanation / justification,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,65,159,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p65,2024,11
Institusjonelt ansvar / mandat,Institutional accountability / mandate,Finansiell stabilitet og bank,Financial stability and banking,Speech,https://www.norges-bank.no/en/news-events/news/Speeches/2024/2024-11-07-th/,Norges Bank,2024-11-07,15:00,p,66,75,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th_,https___www_norges_bank_no_en_news_events_news_Speeches_2024_2024_11_07_th__p66,2024,11
